"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/01/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/01/2021","Casey's","CASEYS GEN 3896 CENTER POINT IA","31.73","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/01/2021","Amazon","AMZN MKTP US*FV2WB6AK3 AMZN.COM/BILLWA","17.11","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/01/2021","DOGOAPP G.CO/HELPPAY#CA","GOOGLE *DOGOAPP G.CO/HELPPAY#CA","53.49","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"12/01/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA1129212425131AEF6JVF (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA1129212425131AEF6JVF (Cash)","73.09","debit","Investments","JOINT WROS - TOD","",""
"11/30/2021","Groupon","GROUPON INC GROUPON.COM IL","9.00","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/30/2021","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","88.08","debit","Sporting Goods","ROLLOVER IRA","",""
"11/30/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.07","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"11/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","88.08","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"11/30/2021","REINVESTMENT FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","REINVESTMENT FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","21.16","debit","Sporting Goods","ROLLOVER IRA","",""
"11/30/2021","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","21.16","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"11/30/2021","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","18.85","debit","Sporting Goods","ROLLOVER IRA","",""
"11/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","18.85","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"11/30/2021","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","625.03","debit","Sporting Goods","ROLLOVER IRA","",""
"11/30/2021","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.07","debit","Investments","ROLLOVER IRA","",""
"11/30/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","625.03","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"11/30/2021","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA1128212413746AD0100K (Cash)","DEBIT CARD PURCHASE HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA1128212413746AD0100K (Cash)","25.96","debit","Investments","JOINT WROS - TOD","",""
"11/30/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.08","credit","Dividend & Cap Gains","JOINT WROS - TOD","",""
"11/30/2021","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.08","debit","Investments","JOINT WROS - TOD","",""
"11/29/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/29/2021","BOTANICANNA GALENA IL","BOTANICANNA GALENA IL","276.04","debit","Amusement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/29/2021","McDonald's","MCDONALD'S F7787 GALENA IL","9.48","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/29/2021","Google Storage","GOOGLE *GOOGLE STORAGE 650-253-0000 CA","2.13","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/27/2021","Target","TARGET.COM * 800-591-3869 MN","21.39","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/26/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","6.26","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/26/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","24.21","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/26/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","123.22","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/25/2021","Casey's","CASEYS GEN STORE 3292 INDEPENDENCE IA","9.00","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/25/2021","Casey's","CASEYS GEN STORE 3292 INDEPENDENCE IA","29.85","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/25/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/25/2021","DHB SUPPORT8556910909 855-691-0909 AZ","DHB SUPPORT8556910909 855-691-0909 AZ","8.73","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/24/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","107.95","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/23/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/23/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","96.92","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/23/2021","Amazon","AMZN DIGITAL*QG1NG2MW3 888-802-3080 WA","8.55","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/23/2021","POS7880 CASEYS GEN STO NORTH LIBERT IA1120212425131A6F6JVD (Cash)","DEBIT CARD PURCHASE POS7880 CASEYS GEN STO NORTH LIBERT IA1120212425131A6F6JVD (Cash)","7.94","debit","Investments","JOINT WROS - TOD","",""
"11/22/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","152.52","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/22/2021","PRIME VIDEO*MO4S01043 888-802-3080 WA","PRIME VIDEO*MO4S01043 888-802-3080 WA","11.76","debit","Movies & DVDs","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/22/2021","DIVIDEND RECEIVED CARRIER GLOBAL CORPORATION COM (CARR) (Cash)","DIVIDEND RECEIVED CARRIER GLOBAL CORPORATION COM (CARR) (Cash)","6.96","credit","Dividend & Cap Gains","INDIVIDUAL - TOD","",""
"11/21/2021","McDonald's","MCDONALD'S F27261 CEDAR RAPIDS IA","16.76","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/20/2021","Casey's","CASEYS GEN STORE 2788 NORTH LIBERTYIA","33.05","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/20/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","52.80","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/19/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","8.10","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/19/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","32.62","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/19/2021","Lindale Dental Care","LINDALE DENTAL CARE PC 319-3622313 IA","389.29","debit","Dentist","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/19/2021","PCI SURGICAL SPECIALIS CEDAR RAPIDS IA","PCI SURGICAL SPECIALIS CEDAR RAPIDS IA","250.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/19/2021","Amazon","AMZN MKTP US*TU7618O93 AMZN.COM/BILLWA","16.04","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/18/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/18/2021","Adobe Acrobat Pro","ADOBE ACROPRO SUBS 4085366000 CA","15.89","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/18/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","18.23","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/17/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","88.49","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/16/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/16/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","18.23","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/16/2021","Goodwill Industries","GOODWILL INDUSTRIES OF CEDAR RAPIDS IA","12.00","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/16/2021","DROP INN MINISTRIES IN CEDAR RAPIDS IA","DROP INN MINISTRIES IN CEDAR RAPIDS IA","4.00","debit","Charity","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/16/2021","ALLEE SALON AND SP FAIRFAX IA","SQ *ALLEE SALON AND SP FAIRFAX IA","151.14","debit","Personal Care","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/15/2021","PCI BUSINESS OFFICE CEDAR RAPIDS IA","PCI BUSINESS OFFICE CEDAR RAPIDS IA","170.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/15/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","99.13","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/15/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","11.68","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/14/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/14/2021","Amazon","AMAZON PRIME*PL9ZZ5L63 AMZN.COM/BILLWA","6.41","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","19.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","25.83","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","Amazon","AMZN MKTP US*FK4LF7RT3 AMZN.COM/BILLWA","36.36","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","26.05","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","Wendy's","WENDYS #15 CEDAR RAPIDS IA","9.73","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/13/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","8.65","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/12/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/12/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","2959.67","debit","Investments","ROLLOVER IRA","",""
"11/12/2021","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","14240.06","credit","Investments","ROLLOVER IRA","",""
"11/12/2021","ADVISORY FEE (Cash)","ADVISORY FEE (Cash)","2293.15","debit","Trade Commissions","ROLLOVER IRA","",""
"11/12/2021","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","2842.01","credit","Investments","ROLLOVER IRA","",""
"11/12/2021","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","1045.72","credit","Investments","ROLLOVER IRA","",""
"11/12/2021","YOU SOLD STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","YOU SOLD STRATEGIC ADVISERS SMALL-MID CAP FD (FSCFX) (Cash)","1656.42","credit","Investments","ROLLOVER IRA","",""
"11/12/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","15098.95","debit","Investments","ROLLOVER IRA","",""
"11/12/2021","YOU SOLD COHEN & STEERS REALTY SHARES (CSRSX) (Cash)","YOU SOLD COHEN & STEERS REALTY SHARES (CSRSX) (Cash)","1103.59","credit","Investments","ROLLOVER IRA","",""
"11/11/2021","Ancestry.com","ANC*ANCESTRY.COM 800-2623787 UT","35.48","debit","Hobbies","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/11/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","52.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/10/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","10.08","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/10/2021","Burger King","BURGER KING #7746 Q07 CEDAR RAPIDS IA","8.11","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/10/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","5.30","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/10/2021","YOUTUBE TV G.CO/HELPPAY#CA","GOOGLE *YOUTUBE TV G.CO/HELPPAY#CA","69.54","debit","Television","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/10/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","18.23","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/09/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","21.52","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/09/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","3.20","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/09/2021","POS5709 KWIK-TRIP SPRING VALLE MN11062124251319RF6JV9 (Cash)","DEBIT CARD PURCHASE POS5709 KWIK-TRIP SPRING VALLE MN11062124251319RF6JV9 (Cash)","1.78","debit","Parking","JOINT WROS - TOD","",""
"11/08/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/08/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","20.16","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/08/2021","SAMS CLUB PAYMENT (Cash)","DIRECT DEBIT SAMS CLUB PAYMENT (Cash)","8425.27","debit","Investments","JOINT WROS - TOD","",""
"11/08/2021","SVCSf6e1ddbf-3 g.co/walleth# CA11062124692169N2XMMQ (Cash)","DEBIT CARD PURCHASE GOOGLE *SVCSf6e1ddbf-3 g.co/walleth# CA11062124692169N2XMMQ (Cash)","140.00","debit","Investments","JOINT WROS - TOD","",""
"11/07/2021","Hilltop Kennels Inc","HILLTOP KENNELS LLC CEDAR RAPIDS IA","92.00","debit","Pets","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/07/2021","McDonald's","MCDONALD'S M2039 WEST BRANCH IA","5.33","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/07/2021","AUTOMATIC PAYMENT - THANK YOU","AUTOMATIC PAYMENT - THANK YOU","8425.27","credit","Credit Card Payment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","Carter's","CARTER'S #524 EAGAN MN","10.38","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","WHT HS BLK MKT #3638 EAGAN MN","WHT HS BLK MKT #3638 EAGAN MN","122.59","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","Coach","COACH 4901 EAGAN MN","168.63","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","CHINA MAX EAGAN MN","CHINA MAX EAGAN MN","20.22","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","39.82","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","64.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","Saks","SAKS O5 EAGEN 810 EAGEN MN","69.58","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","CIELITO LINDO TAQUERIA SAINT PAUL MN","CIELITO LINDO TAQUERIA SAINT PAUL MN","7.08","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/06/2021","State Farm","STATE FARM INSURANCE 8009566310 IL","170.72","debit","Auto Insurance","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/05/2021","Casey's","CASEY'S CAR WASH CEDAR CEDAR RAPIDS IA","9.00","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/05/2021","AutoZone","AUTOZONE #1910 CEDAR RAPIDS IA","6.41","debit","Service & Parts","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/05/2021","McDonald's","MCDONALD'S F12811 EVANSDALE IA","24.22","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/05/2021","Billy","BILLY STRINGS AUSTIN TX","80.00","debit","Business Services","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/05/2021","Kum & Go","KUM&GO 0302 CLEAR LA CLEAR LAKE IA","28.45","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.59","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","123.05","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","5.66","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","127.18","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","Kum & Go","KUM&GO 0514 CEDAR RA CEDAR RAPIDS IA","8.24","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","15.02","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/04/2021","Gyro Hut","GYRO HUT CEDAR RAPIDS IA","17.46","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/03/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","50.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/03/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","8.01","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/03/2021","McDonald's","MCDONALD'S M2022 CORALVILLE IA","8.67","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/03/2021","BP","BP#1701861380 BP QPS SWISHER IA","39.76","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/02/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","39.72","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/02/2021","Pilot Travel Center","PILOT 00010926 CEDAR RAPIDS IA","8.08","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/02/2021","POS7780 CASEYS GEN STO CEDAR RAPIDS IA10302124251319HF6JV7 (Cash)","DEBIT CARD PURCHASE POS7780 CASEYS GEN STO CEDAR RAPIDS IA10302124251319HF6JV7 (Cash)","8.08","debit","Gas & Fuel","JOINT WROS - TOD","",""
"11/02/2021","WIRE TRANSFER FROM BANK (Cash)","WIRE TRANSFER FROM BANK (Cash)","16768.80","credit","Investments","JOINT WROS - TOD","",""
"11/02/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA10302124251319HF6JV7 (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA10302124251319HF6JV7 (Cash)","26.50","debit","Gas & Fuel","JOINT WROS - TOD","",""
"11/01/2021","Casey's","CASEYS GEN STORE 2761 IOWA CITY IA","7.94","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/01/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","78.47","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/01/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","6.59","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"11/01/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA10282124251319EF6JV6 (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA10282124251319EF6JV6 (Cash)","45.62","debit","Investments","JOINT WROS - TOD","",""
"10/31/2021","Amazon","AMZN MKTP US*T523V7OD3 AMZN.COM/BILLWA","19.15","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"10/31/2021","Amazon","AMAZON.COM*N94X03I63 A AMZN.COM/BILLWA","19.25","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"10/31/2021","Amazon","AMAZON.COM*PX1CQ0GV3 A AMZN.COM/BILLWA","53.45","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"10/31/2021","PY *NORTH LIBERTY SELF 319-6443479 IA","PY *NORTH LIBERTY SELF 319-6443479 IA","286.20","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"10/31/2021","Hilltop Storage","SQ *HILLTOP STORAGE CEDAR RAPIDS IA","420.00","debit","Home Services","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"10/29/2021","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","DIVIDEND RECEIVED FID SAI LONG TERM TREASURY BOND INDEX (FBLTX) (Cash)","18.06","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"10/29/2021","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","19.84","debit","Sporting Goods","ROLLOVER IRA","",""
